Username,Comment
@sardorbektozaboev9260,You are absolutely right I thought when I was in collage I have to know everything If I do not know or could not solve I was so upset or in stress . Do not need to know everything just memorize and try to solve problems
@kerwinanthonybradshaw7539,Needed this. Thank you!
@michaelheinrich6753,Every developer should watch this once a week!!
@Gag626yw67,"Good coders dont only code, they touch grass, have good food, go for vacations, play games... Thanks
And then also improve themselves by getting hands dirty"
@cellyelly1,Stumbled on your video and I like your presentation style....I can learn from you
@LonghornArmy,Thank you for the pep talk. Much needed. God Bless.
@animenaija9490,"On my second sleepless night trying to meet deadline in 3hours... In my other project, I wish some one told me burnout is real.... Spent hours, time and eyes beautifying this website, and after the client saw it, he. Compared me to someone else..... I went mad for few hrs aswrr😭😭😭"
@ModWir,"4:49 I'm the real problem , I'll just turn to UI Design 😅"
@TPOEWRITES,I needed to hear this… thank you for this video ❤
@Guilred,"dude you look soo confident in front of the Cam, i need nothing but that 💔"
@macc4835,I have decided to start my journy and I have to say Thank you. I needed alot of this.
@owenrunemusic,"For sure I'm afraid, People are just using AI😢. So are we still coders? Or we are now useless"
@Seb00lean,Every single point is valid and should give any developer or aspiring dev something to ponder about.
@developerEtech,"Actually all hit me. I often spend days without sleeping for a complete 2 hours all just focused on my screen .
And for the production side i wasn't trusting the project anyways no lies but the clients were amazed even when i thought my project wasn't prefect.  This video has inspired me and motivated my mindset about coding. Thanks a Lot @edithEdwardEtech"
@jorg1piano,"I mean, knowing the language seems like a bare minimum. You should know your programming language incredibly well. You certainly don't need to know everything, but you should know your language. Knowing the syntax of the language is, in my opinion, the most important thing to master to be useful at all. This is what will allow you to read code that others have written without having to Google everything all the time."
@HelloQro,"I don't really agree with the part about the code cleverness and cleanliness not mattering, sure, for your client it doesn't matter, but for your coworkers and the people that will come after you to give support it will matter a lot, i mean, sure, you can build prototype code to start with to provide a rapid solution, but you NEED to clean it up and make it at the very least readable"
@HelloQro,"I use to tell my students some of these stuff, specially about learning how to fail and that failing is ok despite our society and all of our education telling us otherwise"
@lahirudilanka7639,thank you.
@Sasquatchbones,"Great stuff, thank you. This helped me TREMENDOUSLY, it’s astounding how much we are gaslit into thinking we must know it all every time.

“Treat your code like plumbing, no one looks under the sink.”"
@Dr4kfire,Coding is like being a detective where you're also the murderer.
@gersonguilhem4386,"Thank you for this video. It's very hard for experienced devs to share that the real skills are not memorizing code, but to solve problems. I work with data science/engineering and always considered myself a good problem solver. I started just recently to dive more on the dev side to start buildin web apps, however during this, I would sometimes be too hard on myself because I couldn't memorize code that I considered basic, just because I thought the ""real devs"" would remember everything, open their computer and started coding super fast. Your video made me feel lighter in this journey and more confident even though I'm not in the beggining of my career."
@allpurposenerd4297,"About to start my senior year for computer science. This video was encouraging, I feel like my peers are always so far ahead of me."
@CHIDERAINNOCENT-w6l,i always try to memorize the code and not the meaning thanks bro
@fad-e2840,"great advices, put less presure on those who wanna pursue a developer career"
@AndrewBong-f8w,"100% right! But, the companies don't think like that."
@BBoskixd,"For me... I thought I know too little to even think about applying for a job. Even though my knowledge was something about mid level I thought I'm still not ready. Many guys were maybe a month into coding and they were already looking for a job, and some of them found it very soon. I had my app deployed on Play Store, everything that is needed to appear as a serious dev but never apply for a job. So now coding is my past that I regret never trying hard enough to force myself just to start"
@CactusCook,"“Nobody cares about your code” is a lazy take. Users may not, but every developer who touches it after you absolutely does — including future you. Clean code isn’t about ego, it’s about preventing technical debt and chaos down the line."
@andreasschabort2449,Love this thank you
@AgentFoxyy,That was all I wanted to hear. I am suffering from every problem mentioned.
@thierrynayituriki9454,"I wish that some one would told me that no one knows everything, that you can search on demand"
@xagent,I would also add that in order to get much money you should bring much money for the company you work for. Obvious but a lot of people don't understand that. You should understand what benefits you give your company.
@benjaminseidu892,Getting ready to pursue IT. 🙏
@InvoicerX,"As a software developer, more specifically an app developer, it has always been my dream to learn how to code. I watched hundreds of hours of tutorials how to get started in VSC, how to write the first line of code, what HTML is, what CSS is, how CSS works, what JavaScript is, how to connect it all, etc. But after all those hours, I still didn’t know how to write or even start my first line of code in VSC!

The key isn’t knowing everything it’s learning how to think like a programmer and understanding the elements and how to connect them. After building about ten websites, I still wasn’t satisfied until I switched to creating apps for Google Play.

Today, I have one of the top business-class apps in Croatia.
The moral of the story is: don’t give up, and don’t worry if you don’t know how to write every single line of code."
@VG.Prints,"Thanks I needed to hear that. I finished a fullstack dev bootcamp and after that I felt like I couldnt even try to work because I had to time to process all that I felt like I needed to know and lost the focus on what's really important — learn to think like a programmer and the syntax and all of that will become easier long term .

And now I have an interview in a couple of hours 😊 wish me luck!"
@SangamShinde-s1x,thx
@piotrxpietrzak,"One hour tutorial than 4 hours of coding, 
better speak than read in way to fluency 
code muscle over memo everything"
@joaosilva_1346,Amazing!!!!
@Label07,This helped a lot thx brother!
@ZAWARUDO-g4k,Or you just find a n1 Project you can work at it. Its the best and most fun way to learn properly
@lulolean,"Speaking as a software safety engineer from a safety critical industry, I would add my top three: 1) configuration management is foundational—lose it and you lose all confidence, 2) know and document the properties the integrated system needs to hold (for example, the API, the requirements) and validate your software against that, and 3) SHIFT LEFT:  model the design of your software, because no human brain can hold all the structure, and the costliest bugs are a result of poor design."
@augustineudeh623,Great video. Thanks 👍
@activex7327,"5:40 - That statement is half truth. Although what you said is partially correct, looking from a certain angle, that's not how it works in real life. You should care about your code, otherwise, maintaining it will be difficult, and expensive for the client. In a team setting, your engineering department cares about your code for same reasons and more, like productivity. If you write poor code, you will be unemployed."
@amimyself-z4n,its a good vid
@paulobaptista6026,great advice
@akmalxspiritx3670,"Thanks for it, that hit me so hard for real. This content feels like a strategic how to learn programming by doing."
@marshallsisler,"Thanks for the video.  I am the person you made this video for.  almost every point spoke to what I am doing wrong how I learn, my attept at being perfect, I'm at that point where I should start applying but I don't feel ready, the number of times I have crawled up into a ball and asked myself if I am right for this job sobbing, because I didnt understand that problem solving is the reaal job. not producing amazing projects in a week, and reaching burnout so quickly as I have been putting in 12-16 hour days for the last 3 months trying to be 'job-ready'.  after watching your video, I feel as though I may be ok in the state that I am in, if indeed others are as you say, in the same boat as I am."
@poyipoyixd849,thank you for this lol!
@xd3athskn1ghtx,"Thanks so much for this video. Huge ego check. 

My own ego constantly is telling me how I’m not good enough or how I should not have to use Google to code. This is refreshing. Thanks again."
@lucasengel,"If you started coding in 2012, how is it that you have more than 15 years of professional experience?"
@Wanpis99,I accidentally clicked on your video. Didn't know it was what I needed to hear. Thank you.
@kartikanand39,Very real and painful experiences I too have had. Thanks Pete for making me feel human and not like an alienated jerk who can't do the job.
@daryabrauner8206,Loved it. Thank you❤
@MicoMussarela,Thanks khajiit - May your road lead you to warm sands
@ibneindus,One of the most important videos I have ever come across in my developer journey; you spoke my heart.
@deri561,Tysm!
@Тимуррулит,"The main problem is that one professional programmer says that you don't need to do something, but the other says that it's the most important thing to do"
@princeGOUDAYI,"Ty for your advice, i'm an engineer student in my second year , ty for giving me hope again in my study"
@masoudzarepour-u9e9k,"thanks man ,i have all of these problems ,the perfection is killing my time :("
@sealkeen,"""Real programmers Just wake up, then they grab their keyboard from under their pillow, and write perfect JavaScript code"" 

– Remote jobs in a nutshell"
@MeRetroGamer,"You don't need to know everything... I remember being terrified when I started, terrified about other people seeing in my screen that I was searching the documentation while I was coding 😅 Now after so many years I feel ridiculous for having being affraid of that absolute nonsense, although it didn't last very much."
@Juhkusworld,"About number 6, I'd like to have input: how about people who maintain your code?"
@scottguitar8168,"Certainly good advice. I suppose I am an odd ball in that I intuitively understood your advice as a very curious kid looking to understand the world around me back in the 60's and 70's. While I went into electrical engineering because computer science was not on my radar back then, your advice is really applicable to any problem solving field. There is simply too much to know, but learning to ask the right questions will get you what you need to know. 

I have always been a great problem solver and the one thing I notice that I have that many others don't have is the ability to not run out of options to try and questions to ask. I remember a project where another engineer and electrician where attempting to figure out why 5 computers around our plant would not communicate in a network. They spent a year intermittently working on the solution. The project was turned over to me and the instructions for communications was only about a page long. The problem is the writer wrote a problematic paragraph that in my mind could be interpreted in a multitude of ways. I spent the next few days applying the different ways the paragraph could be interpreted until I had success."
@masoudtavari4599,since im not a Developer but all things you said make sense thanks
@VinayakYT___12345,7:29 book falls xd
@margosdesarian,"I started programming in 1979, when i was 17, but then i had 21 years off (partying mostly) and in 1999 i became a professional developer"
@putude3380,I thought it's just happen to me. I spend a lot of time to thinking a variable name 😅
@oannguyen7596,"thank you, thank you very much"
@menikmati90,Love this
@bordenf,"First, make it work.  Second, make it pretty.  Always do documentation!"
@bordenf,I've been programming for nearly forty years. This is good advice!
@voanhhuy846,thanks you so much for your sharing
@vijethkashyap151,<3
@Liam-hd9db,"Great advises, glad I watched it, as 13+ years experienced software dev I can assure you all the points you mentioned are correct %100, specially about the burnout, I suffered severe burnout periods during my career, if you don't help yourself there will be even long lasting consequences on you, your health, even you social life."
@leoCyberSec,👍👍👍
@joshuablack6759,"learning fullstack and the note that "" every developer does not know everything, they know where to find the information"" paired with ""does it work"" gives alot of perspective"
@barrygaming7242,That's true. I totally agree with you and am really happy that someone is talking about these kinds of issues. Thankyou
@MrMurmandramas,Nowadays there are more and more hysteria on how coding is not what it used to be or on how there is no future for devs. This video was like a gasp of fresh air.
@Krautech,"""know how to use the tools you've got access too, to find the answers you don't have"" - me, just now.

When i google stuff because I don't have the answer, but I know how to find it 😂"
@lazy_milo,I am in a company they are making me do manual testing but hired for automation and my interest is in linux and os development what to do in this good situations
@lugmau,"great, i like the way you explain stuff :)"
@mrmustard1300,"Heh, this is why Windows and Microsoft are still big."
@RonyIsCool,"6:59 this hit hard as I was watching this video in double speed rofl
great tips! thanks for reminding me of the important things that sometimes get lost in the cloud of building and learning"
@NssYWanyonyi,The real skill is indeed problem solving. -- True there!
@Bladebrick,Well for me giving perfect name for every variable it's just too much work 😅
@mrohailiqbal,Thanks for this amazing video
@sushantsanjeevmali4694,I am really thankful  to you brother for this video. I am Mobile App Developer since last 5 years. But now my boss has forced me into Web + Mobile App Development using React Native. And I have been facing many challenges and getting scolded every now and then. Can you make a video for such conditions when you enter a new tech stack and you don't get time to learn it. Note: I am already using Github copilot but it's not delivering right results as expected.
@STheo,Are you cypriot?
@AsukaArendt02,Excelent video congratulations!!!
@TheITTman,I really needed to hear this. Thank you man! 👍
@Mista1Take,"I dont have 10 years bro, I need a BMW M5 by next week..."
@nessand9291,Every last sentence at these points truly insightful! Thanks
@TheTomallon,I have zero understanding of coding yet I’m ambitious in developing a platform that has app linked to it … what would you suggest me to do as start 😊
@codingswap,"""stop polishing , start building!"" <---I love this !"
@ROSUJACOB,I still remember dating this man when he was hot lol😂
@shourenpan712,Thank you
@leorivas,"Like one of my mentors said: ""Google is your friend"""
@ogsneakyjesus,This should be in every single computer science degree
@SirusStarTV,"5:48 about the idea that ""nobody cares about your code,"" if it's a one-time payment project that you won't be supporting there's no need to focus too much on the code. However, if you'll continue working with the client, you should care about the code because you'll be the one maintaining it. If you are making open-source project with contributors, then everyone cares about your code."
@kingjasko,"thing is, this doesnt only apply to coding/programming, but life in general. wise man"
@roxforgegames4548,"❌ Learn like a man from 10+ of experience.
✔ Learn from a 8 minute video and forget everything in 30 sec because of ADHD."
@ilai7893,True in life too
@culturalheritages,Create ❤❤🎉🎉
@zeegy99,Hey thanks. I needed to hear this.
@Netvirux,For me:  perfection is a lie
@Netvirux,🫡
@DevOpswithDheerajYadav,"this is exactly kind of video i needed ,  Short & Crisp , tons of hit moment 

thank you"
@GigdaMon,"Nobody cares about your code, unless you're pirate software and you get the whole internet to hate you."
@NickNGC,"5 years of coding experience and somehow i was following all of these tips without even knowing about them! everything here is on point, what youre doing is awesome and im happy that youre sharing this with the world!!!"
@ibrahimalnajm6733,all
@naveedrajput6991,≥thanks for this video.... only thing i needed to here was burnout is real... needed that. after the break going to launch my own products
@simplepycodes,"Finally a real advice, very true. Thank you."
@abuasad7552,"wow, super advice it will help me at decision making ♥️
You'll never be ready, start anyway --- thanks for it"
@Alin.Bereanda23,"This video is like dropped from heaven, thank you very very much. This'll help me more than any other video.❤"
@burkfinley,"This applies to any kind of endeavor - work, music, art, relationships.  Thanks."
@drstrangelove9851,"If you want a career where you always feel like you don't know what you're doing, then programming is for you."
@LPvsHH,"""You'll never feel ready"" was most important for me, I'm going to put it on my alarm text. This makes me start faster and continue earlier..."
@gustavodinosaurio,Feels like these lessons apply to everything.
@Iago_H_C,"Great Tips! Just one thing that many people don’t seem to get about the ""code being pretty tip"": It doesn't need to be pretty, but for God's sake, remember the Zen of Python! ""Readability counts.""

These tips are also really helpful IMO:
""Beautiful is better than ugly.
Explicit is better than implicit.
Simple is better than complex.
Complex is better than complicated.
Sparse is better than dense.""

It doesn't need to be perfect, but a well written code will help your future self understand what you wrote last month! It will help to avoid a lot of rework later! Hope it helps! 
Anyway great video! 😁"
@dustinjordan9054,"Client:  What do you do for a living?

Me(dev):  I'm a plumber. 😮‍💨"
@pedrosmmc,"To become a great programmer you just need to read two books: ""Modern Software Engineering"" by David Farley and ""The Pragmatic Programmer"" by David Thomas/Andrew Hunt."
@AppleAndPear18,"Well if you push code that breaks, someone may need to fix it. Also reviewer and QA tester will reject your badly written code even for perfectly running code but bad in readability. So content here is not always the case, it apply to small team or non mission critical system or personal or startup project"
@LikeALeafOnTheWind,"im a principal engineer at a smallish software company. i google simple shit all the time, often just to double check."
@dj196301,"Programmer. Graduated in '91, retiring in '28. My advice, stick to the fundamentals. The ""greatest thing ever that you absolutely must know"" isn't and you don't.
Also, there's more to the world of programming than web."
@OvieFavour-mg6zu,"Thank you sir
You just killed my fears and worries"
@gufy90,Thank you! I was starting to doubt myself today and your video literally put a smile in my face :)
@Freya123-rl5tv,I want too do coding aswell thank you for your helpfull tip 💯
@ami7mina,I like the username. creative and hilarious.
@appu8007,"You'll never be ready,start anyway"
@MarcoCarro,fantastic video!!!!
@arman2339,"You have to build something to learn to code. If there's nothing you want to build, don't learn to code."
@fadhilhashim,I got the answer how to “code”. The key is modular function. It’s like built a lego!
@RealNomadicus,Nobody cares about your code until you are pirate soft-... Oh shit 😂
@Zyphl1x,"I have this problem, can anyone give any advise - I'm willing to listen (read). I am a student (Computer Science) and I have been studying my ass off, practicing codes just for fun, trying to grow my familiarity towards concepts and whatnot. However, whenever we have a coding exam, our prof doesn't let us read even if it's just the syntax and it's really giving me a hard time. I don't know what to do most of the time."
@Kereto48,bro you are a legend that's so helpful specially #4
@williamscharles5140,Just starting my tech journey. Honestly this is exactly what I needed. Thanks so much for this. Let's push it 💪
@Ali_X20,tysm <3
@rip3rs,This needs to be more publicized! Do not accept Live CO-pilot interviews on job offers. it's just stupid.
@getreadytotube,Value is better than Vanity...well said!!!
@diggee172,The problem is you don’t need to know everything but it seems you need to know everything for the stupid interview process! Finding a job is too ridiculous these days. It’s like trying to get a great score in the SAT Exam which it’s full of irrelevant material.  Entry bars are so high for those who don’t have connections.
@dudeman4071,"I am an avid procrastinator when it comes to code. I want to work on it and get better but the sheer thought of all the moving parts involved makes me overwhelmed. I just really want to up my skills so I know how to handle myself even if I am not sure and figure out my way. I pretty much just started, despite my college course giving me some small advice. Hoping I can find my way in the future and get better."
@heliiyos,income worth it?
@1m2u3s8,grazie !
@christiannaira6076,"You saved me man! I actually experienced the same way: watching tutorials by hours day after day, memorized every syntax but haven't built a complete project for myself :))

Because of that I lose my momentum and motivation to start coding again, but after seeing your video, this is a sign for me to get back and start building on my own

Thanks for this man! 🙏💯"
@porkbits1580,"As a backend engineer with 9 years of experience, his advice is all true. 
I heard this from my mentor in first year, but I was a stupid stubborn perfectionist and couldn't understand it all.
Naturally, I learn it the really hard way over the years. I had a chance to listen, but I wasted it.
Don't waste your time like I did."
@nerdi3984,All I can say is...Thank You!
@aqweshorts6426,"If I want to interact with the database and cloud services with my code and I only know the basics of a programming language, what do I do if I don't know the exact code that does the job?"
@matewka,"I'll emphasise on one of the most popular principle: DRY (Don't Repeat Yourself). DRY is great but it's an enemy of the Developer Experience. Code needs to be clean but it also needs to be understandable by other devs. So if you're a fan of DRY principle, add an AHA principle to it (Avoid Hasty Abstractions)."
@wyea,Wow! I'm really happy to find this video. I need motivation to back to code after years of void.
@Arlequin___,"Not really agreeing with the ""nobody cares about your code"", your coworkers and even yourself will probably have to go through your code again, and you can create a huge technical debt if you don't take time to write your code in the best way. A lot of huge projects valuate readability over efficiency"
@mateicristian7279,Or were to test what im doint or learning
@mateicristian7279,I want to develop a mobile game i dont know were to start
@ILyaCyclone,"Mate, take note on ""write code that works"" and ""nobody cares about your code"" and your colleagues will hate you in no time. 👍
Once upon a time my very productive colleague left the job, and the team had to basically rewrite everything he did from scratch, because the code was completely not readable, not maintainable and not extendable. He did wrote the code that worked ... only while he was there, right."
@HowHowHow54A,I have a problem because I want to make everything perfect. I changed variable name 10 times in 40 lines of code
@MohammadEsmaeilpour-m9v,great notice
@Abel.fighting,07:29 - decoration falls apart xD
@flyofk,thanks
@AnGor80,"I have over 20 years' experience in development and agree with most of the points. However, point 6 doesn't always work — clients may have a strong development team who can check your code for best practice, for example."
@Duhdug9373,thanks
@Userr3882,Thanks bro ❤
@ShalevLazarof,Facts.
@staticfyre,"""perfection is a lie"" is something ive needed someone to tell me for countless years. thank you! "
@bentech01,This is extremely encouraging ❤especially when you feel you know nothing or every one is better than you are
@thewayofshaad4344,Excellent..!!
@glg_21598,"thank you, very well advice"
@WorldBeyond1776,I want to learn coding.I do not know where to start. So many stuff out there feel a bit confused.
@anotherguy4685,"Pro tip: Just as hes said you don't need to know everything out of your head, however, there is something important that needs to be said because some people don't realize it and I am going to provide you an example.

Suppose there is a package that everyone wants to use and ask for it in their job posts, I won't mention any by name... *cough* Redux *cough*. Think you memorized exactly how to use it and implement it and write every declaration, and do it by memory perfectly, what happens is that if you don't continuously check how to use it you WILL MISS updates, new ways to structure it, new ways to use it, and even worse... alternatives to it!

So keep checking the documentation, keep searching for state management packages, you might have miss on others that are simpler, easier and just as good if not better.

The same goes for regular day to day JavaScript functions, like array functions, object functions, etc. Some become irrelevant, some become deprecated, and also you get new ones every now and then."
@teacherinthailan6441,Cool. Thank you so much.
@diremultiverse3238,"Thanks, Pete. In this video, you called out all the monsters I've been dealing with but didn't have the words to express. It really helped me."
@osimbd2543,"Thank you for making this video, Take a love from 💝Bangladesh"
@Warkillable,I have only professionally did web development mostly on the design end but touched on JavaScript and C# a little trying to become a coder. I remember how proud I was of my self just creating a 3D platform with a small square in the middle that acted as a character moving around and jumping. It was extremely simple but I set it as a goal to making something that worked in a 3D environment. One thing I always have a serious issue with is not feeling like I'm ready or good enough to code like you said and honestly I still feel that way.
@ere117,"thank you, finally i can feel humanized by watching your videos"
@asstrole,Universal advice to learning about anything. Good job
@S.M.A.Batista,Basically perfect advice.
@LuckyDealTrade,Thanks!
@LuckyDealTrade,"AWESOME vid. EVERY dev have to study and MindMap and regularly review. High exepert smart tips that will speed up and make coding enjoyable! Thanks! Most of the suggestion are applicable to trading and life in general. 
Gonna study more your vid. Subscribed. Happy I'm stumbled upon it."
@NaafiulIslam,"im currently learning python and everytime i try to do a project, i dont know what to build and most of them are hard and i just want some beginner python projects."
@gitaristangakawntant3038,"""how not to burn the house down"" - this got me hahaha"
@OntdraadSpeldInnen,"Aha! So you are the one that promote ""it works-anyone can do it"" shitty coders. That is real problem in this kind of field, too many of them. In fact it fits the trends market fine of disposable software. Nobody gives a shit how it is made, it needs to work (sort of). Flashback example, what would happen to Nintendo when they released their NES with this kind of programmers with a imperfect way of knowledge? Do you think it was successful anyway? I don't think so. You need to understand what you are doing and perfection isn't a lie, you need knowledge to be good at it. A search engine only (or to know how to search) is not the key to succes. Totally BS."
@devdude_69,Thank you so much
@ahmedelsayd4079,Always keep it up
@ahmedelsayd4079,Thank you very much i'm from egypt and iam a single game dev and you really really really help me with this info nad advices and thank you  again for your effort and your work . ♥ ♥
@ahmedelsayd4079,WONDERFUL!!!
@ShiphaynAhmed,Give your brain some rest
@AustinGilberts,Nobody cares about your code they want to see what it does
@timeforcech,Thanks a lot for these invaluable advices!
@Akkjhhhh,Z
@leoric6311,horrible attitude if you ask me. Kinda just encourage developers to be ok with writing shi**y code. Just as JS does
@HAZHI_VIBES,1:35 1:52
@exploittutorial8689,"You said you started coding back in 2012. It's 2025, yet you say you have 15 years experience!"
@HealthyFacts.-ei8to,Hi Sir I am learning coding from basics I am 37 years old is it useful now in the time of AI? Please reply your answer Sir.
@Antonio_Luna1899,"""Learn how to learn"" — I definitely agree with that! As a designer, continuous learning is essential since information evolves rapidly. 

What you know today might already be outdated a year from now. 

That’s why it's impossible to learn and be ready at 100% rate — but knowing how to learn helps you keep up."
@pgbody49,That came from deep background that you made something out of it
@AqwaQwakks,Wow...
@shaikhmeheboobbadsha1889,"""This video was truly helpful 💯 I've been struggling with these issues for the past 2 years, and I'm still facing them. But after watching this, my mindset has completely changed. I never had proper guidance before—thank you so much for this!"
@MarcoSuring,Danke!
@SCZ-G,well i just need to save up money for ai tools. To be able to program quicker and efficiently.
@dariusv5216,I wish someone told me earlier maybe that perfection is trap
@dariusv5216,learn how to learn is good but need resources how to learn
@dariusv5216,"""confidence is built by doing"" - agree. but other people advice you just be confident out of nowhere. You are confident by knowing you can do something or at least believing."
@dariusv5216,"I also wanted it to be perfect and if now do not perfectly, I still think that some other dev ""bite"" me when he see something not perfect done by me. And how nobody cares - I do not agree. I hear comments - ""what a shit code"" or smth like that. Yea, not the client, not boss if they do not have to work with this code or hire other devs who would want to work with this coide.  not user - yea , he cannot see this code."
@MrMusicluv69,Thank you Pete:)
@Rev3rence,"I've been coding since 2012, procceeds to put a picture from early 2000s if not before that 🤣

I wonder how many zoomers watching this thinking 2012 looked like that"
@greeneroliver3312,"I had started feeling that the tech in me isn't for my generation cos I couldn't just start... I kept thinking I was not ready until I watched this video. 

Now I am highly encouraged!"
@AnietieAkada-w8n,😂😂😂😂😂 2:43  I'd always ask WhatsApp meta AI of what descriptive name should I proceed with. Very important to remember in future. Include method names
@raflyrahmat-mx4jt,"Thanks for the tips. I'm a student learning to code, and I'm in that position right now. And I think these tips make me feel better."
@DavidHerelle-g2h,❤
@jcubic,"Clean code matter a lot, not everybody work alone as a freelancer. A lot of people write code for other developers to see, because they work in a team. They also write code that must last, not one shot for a client, and never see the code again."
@Alex-tj6bc,"You are slightly wrong about language. You become fluent by read and speaking. You need both. To translate that to coding: you need to read code and documentation, and produce code."
@chocolandtv,"10 things ? it was clearly Seven points, but there are really important 7 things, great Video. I learned these 7 things also last 3 years. keep on solving. =D"
@CTRL_your_Mind,"get started
that's I think the main point"
@danielanderi,"Everything you said is 100% true, I've experienced it. Thank you.🙂"
@lellyparker,I wasn't expecting this to be FANTASTIC advice and to live up to its title. But it is and it does.
@TomerGranit,When you say Real Developers and JS in the same sentence :)
@htetlinaung2898,"After I have seen this video, just clicked subscribe. Much useful and enlightened me 💯%"
@augcgilbert9691,"Very insightful video, really loved it. If you watch the video carefully, you would realize they are not just hints at succedding in coding/web development but at succeeding in life. Cudos to the author!"
@WebDevAnjali,"I was just having my depressing session drowning in tears worrying about my nôn existential career😭😭😭and ur video is a therapy ❤❤❤ I have been feeling sooo scared to even apply for my dream jobs cus I feel ""NOT PERFECT "" or like I ""know it all"" the more I try to learn the Moore behind n loser I feel like ...i have sooooo soooo soooo many things in my to do list I don't where to even start from 100 wonderful projects all undone  having nothing to display on portfolio 😂😂😂 someone kill me 😂"
@Sarah_Damisa,"This is my second time watching this video, this is so profound.
Definitely sharing some of this on my Linkin page"
@MasterKira012,"Thank you, I've learned a lot. I have been burning out these few weeks in a simple feature, but I'm new to Kotlin still learning, still messing, still failing, and this video helps me a lot."
@Brucee_97,1:20 I love this advice
@TechWithBola,I'm new in coding.. so 😅 everything hits me. Thank you
@cubeflinger,"Tutorial hell, full time job and a busy life means I get nothing done and never finished a single project."
@Plepdiss,"I'm starting to learn about coding this week, this video really helps me to how overthinking is the most problem that we'll encounter as a coder especially for me later as a game developer. Thanks for your advices pete"
@Visionform,Most developers do have JavaScript memorised. It’s a baby language. Scripting really. 🤷
@Storycoverageexpress2222,Sir can you please teach me coding. I want to build something crazy and helpful for the future generation and I need your help in this.
@M_OwaisAmin,"For the last 3 years I have been learning coding, but I haven't created any software or websites because I feel like I am not ready. But this clears my mind about what actually is in the coding world. Thank you so much, @Pete. 💕"
@rhythmheaven,"thank you, spanish-india? ahh accent, good video"
@josephmenormangubat4137,"I'm Fresh-Graduated, scared to go on the field because maybe my knowledge is not enough but, it's not.. Thank you for this video! It really boost my confidence to take a risk. I'll never be ready but I will start anyway. I will back here on my comment."
@shanmukhbalasubramanian5614,"Nice way to put your learning, it's insightful thanks for sharing."
@colin-amicon,love all these points and they hit differently in every stage of a developers career
@Saif.44,Thank you my friend 🧡
@d2007F,Great! Very useful tips. Thanks from Brazil!
@itscamgray,"As an intermediate coder who focuses on data analysis through python, this is undoubtedly one of the best videos for any programmer out there, no matter the length of experience. I personally found it so magically refreshing."
@MonkeyOnWifi,"THANKS A LOT, YOU HAVE NO IDEA HOW HELPFUL IS THIS FOR ME. THANKS AGAIN"
@GreatWildWolf,"I agree with pretty much everything that's been said except the part about writing good code. Lack of concern about the quality of the code and its performance is why we have so many bad developers these days. Sure, if you're low on time, just make it work, but don't forget to refactor stuff later when possible. If you don't worry about the quality of your work you will never improve it. It's hard to reach where you aim for, but if you aim for perfection chances are you will become at least ""very good"". Aim for ""enough"" and you end up being mediocre. But again, it all depends on the time you have in your hands... after all we also need to deliver."
@HRS-tk007,"I can not even imagine how much money does it takes to balance the time-svaing your video gave me, i mean it could take a decade for me to realise all these facts but you saved me.

Thank you deep from my heart !"
@micap1121,"how to chop, how to season, how to not burn the house down. 😄👌🤌"
@isaacsnowcarini4808,"loved this, especially the part about perfection, 
Gary V said it in a way that i ll never forget 
""Perfection is insecurity with liptsick on""

thanks for the video
4+ years in tech, first year as dev, and this was very useful"
@caballerosalas,"Watching this video is like hearing a 15-year-old kid telling me, like he possesses ancient wisdom, that the secret to good grades is to study and be organized."
@TryTobeBETTER-z7p,bro you are a great Engineer Thanks for These advice i wan really want it to hear it
@gamerbynight1,great advice
@KomaRho,Thank you
@Animator-v2,bro real perfection is a lie
@DeadManRising36,Dont chase perfection. Th eonly thing that matters is your code working the way the customer want it to.
@Qyibra,0:50 Hack no! Gennady Korotkevic 
@mick5423,"Bro! i started my career last year after 8 years of college in Italy. I just walked up after years of depression. As you said in your video, yeah, I believed that i had to know everything! but now I know, every difficulty is a chance to learn something."
@TheVampiur,"Despite something like +14 years I'm still sometimes fighting with myself to remind myself that I don't need to know everything (it's hard when on interviews they ask for anything, even things from CS studies that I've forgot long ago), I'm still fighting myself to be more forgiving and leave things that are not perfect but working, even above expectations - but still not perfect. Do I feel ready for anything? Feel tired, I feel that I was in my comfort zone like decade ago, I missing my enthusiastic curiosity that drove me for years. Now my company expects that I'll be developer, devops, sysadmin, network guy, architect... what is sad? I'm trying to stand up to this expectations despite knowing that is f.. impossible."
@arnobsobhan475,Thanks for sharing about the real time scenario and how to face it...Really Valuable advaice
@explorrt,"im 16 and getting into the programming industry this really helps me out, i knew some of the stuff said in this video by default but it still helped me understand that i am on the right track and mistakes and imperfection is normal. Thanks for this really got my brain into gear."
@rafaelvoss6639,💯
@petrmotlicek585,"For the team leaders/architect ones - ""your"" team must love programming/coding. They must be ammused by their coding/programming acitivities. THE QA approvals rule: do I understand the code?"
@MikeAnthonyPacres,I'm an incoming BSIT student and i'm glad i found this video thank u for the tips
@ignatiuschandrachristian1774,"Thank you, your video really wake me up"
@TheMeghajoshi,Thanks.
@Shivv.ai0,Agreed with you talk 🫡👍🏻
@Shivv.ai0,6:30:00 we can use tool like it will arrange our code properly by selecting and donning.
@TashiaPerera-tn1zt,Thank you!
